time,code,class
6.533,voice_start,1
7.173,voice_start,1
9.626,voice_start,1
10.501,voice_start,1
13.808,voice_start,1
14.448,voice_start,1
15.173,voice_start,1
17.264,voice_start,1
17.904,voice_start,1
18.629,voice_start,1
19.354,voice_start,1
20.144,voice_start,1
21.02,voice_start,1
23.664,voice_start,1
26.14,voice_start,1
26.715,voice_start,1
27.74,voice_start,1
28.464,voice_start,1
30.384,voice_start,1
31.024,voice_start,1
32.624,voice_start,1
37.189,voice_start,1
37.829,voice_start,1
38.62,voice_start,1
40.22,voice_start,1
43.909,voice_start,1
44.464,voice_start,1
52.741,voice_start,1
55.22,voice_start,1
55.792,voice_start,1
56.82,voice_start,1
57.861,voice_start,1
72.901,voice_start,1
101.3,voice_start,1
101.872,voice_start,1
102.746,voice_start,1
103.472,voice_start,1
104.901,voice_start,1
114.907,voice_start,1
115.38,voice_start,1
115.866,voice_start,1
116.506,voice_start,1
117.34,voice_start,1
118.234,voice_start,1
119.024,voice_start,1
119.984,voice_start,1
120.86,voice_start,1
121.82,voice_start,1
138.075,voice_start,1
138.629,voice_start,1
139.269,voice_start,1
140.06,voice_start,1
140.784,voice_start,1
141.915,voice_start,1
142.62,voice_start,1
146.224,voice_start,1
146.949,voice_start,1
147.589,voice_start,1
148.315,voice_start,1
148.784,voice_start,1
149.34,voice_start,1
150.064,voice_start,1
150.94,voice_start,1
151.749,voice_start,1
152.709,voice_start,1
153.584,voice_start,1
154.395,voice_start,1
155.035,voice_start,1
155.824,voice_start,1
158.064,voice_start,1
158.874,voice_start,1
159.834,voice_start,1
161.264,voice_start,1
168.624,voice_start,1
169.435,voice_start,1
170.075,voice_start,1
170.78,voice_start,1
176.304,voice_start,1
176.944,voice_start,1
177.584,voice_start,1
178.394,voice_start,1
179.184,voice_start,1
180.38,voice_start,1
185.349,voice_start,1
185.82,voice_start,1
186.544,voice_start,1
187.355,voice_start,1
190.235,voice_start,1
201.029,voice_start,1
201.584,voice_start,1
202.224,voice_start,1
204.955,voice_start,1
205.595,voice_start,1
207.344,voice_start,1
214.3,voice_start,1
214.94,voice_start,1
215.58,voice_start,1
216.304,voice_start,1
217.82,voice_start,1
218.46,voice_start,1
219.269,voice_start,1
220.06,voice_start,1
221.104,voice_start,1
227.909,voice_start,1
228.38,voice_start,1
228.869,voice_start,1
231.77,voice_start,1
232.325,voice_start,1
233.136,voice_start,1
234.736,voice_start,1
235.611,voice_start,1
236.4,voice_start,1
237.125,voice_start,1
239.365,voice_start,1
240.325,voice_start,1
241.456,voice_start,1
242.65,voice_start,1
244.08,voice_start,1
244.571,voice_start,1
245.125,voice_start,1
245.936,voice_start,1
246.811,voice_start,1
247.536,voice_start,1
248.41,voice_start,1
249.371,voice_start,1
250.331,voice_start,1
250.971,voice_start,1
251.93,voice_start,1
252.656,voice_start,1
253.296,voice_start,1
254.256,voice_start,1
254.896,voice_start,1
255.685,voice_start,1
256.325,voice_start,1
256.965,voice_start,1
258.16,voice_start,1
258.8,voice_start,1
259.376,voice_start,1
260.016,voice_start,1
260.891,voice_start,1
261.765,voice_start,1
263.365,voice_start,1
267.931,voice_start,1
268.571,voice_start,1
271.6,voice_start,1
272.09,voice_start,1
272.88,voice_start,1
273.776,voice_start,1
274.416,voice_start,1
276.25,voice_start,1
276.805,voice_start,1
277.765,voice_start,1
278.811,voice_start,1
279.6,voice_start,1
280.24,voice_start,1
282.01,voice_start,1
282.565,voice_start,1
283.696,voice_start,1
284.36,voice_start,1
285.32,voice_start,1
294.683,voice_start,1
295.493,voice_start,1
296.048,voice_start,1
296.602,voice_start,1
297.328,voice_start,1
298.523,voice_start,1
299.248,voice_start,1
299.973,voice_start,1
300.68,voice_start,1
301.488,voice_start,1
302.362,voice_start,1
303.322,voice_start,1
304.368,voice_start,1
305.328,voice_start,1
305.883,voice_start,1
306.928,voice_start,1
307.888,voice_start,1
308.68,voice_start,1
311.493,voice_start,1
312.283,voice_start,1
313.434,voice_start,1
316.7,voice_start,1
317.66,voice_start,1
320.86,voice_start,1
321.434,voice_start,1
324.7,voice_start,1
325.275,voice_start,1
326.149,voice_start,1
326.789,voice_start,1
327.664,voice_start,1
328.624,voice_start,1
329.584,voice_start,1
330.224,voice_start,1
330.949,voice_start,1
