time,code,class
0.602,voice_start,1
1.413,voice_start,1
2.12,voice_start,1
3.248,voice_start,1
5.34,voice_start,1
6.704,voice_start,1
7.58,voice_start,1
8.474,voice_start,1
9.349,voice_start,1
10.224,voice_start,1
11.035,voice_start,1
12.229,voice_start,1
13.594,voice_start,1
14.469,voice_start,1
15.429,voice_start,1
16.155,voice_start,1
17.456,voice_start,1
18.33,voice_start,1
19.93,voice_start,1
20.805,voice_start,1
21.36,voice_start,1
22.256,voice_start,1
24.56,voice_start,1
25.136,voice_start,1
25.925,voice_start,1
28.485,voice_start,1
30.085,voice_start,1
30.81,voice_start,1
31.771,voice_start,1
32.56,voice_start,1
33.52,voice_start,1
37.53,voice_start,1
38.085,voice_start,1
38.96,voice_start,1
41.05,voice_start,1
44.016,voice_start,1
45.296,voice_start,1
46.256,voice_start,1
46.96,voice_start,1
47.856,voice_start,1
48.965,voice_start,1
49.776,voice_start,1
51.205,voice_start,1
52.016,voice_start,1
52.485,voice_start,1
55.045,voice_start,1
55.685,voice_start,1
56.731,voice_start,1
57.605,voice_start,1
59.376,voice_start,1
60.485,voice_start,1
62.725,voice_start,1
63.216,voice_start,1
64.005,voice_start,1
64.816,voice_start,1
67.525,voice_start,1
68.4,voice_start,1
69.125,voice_start,1
70.896,voice_start,1
73.2,voice_start,1
73.925,voice_start,1
74.736,voice_start,1
75.44,voice_start,1
76.251,voice_start,1
76.976,voice_start,1
77.765,voice_start,1
78.576,voice_start,1
79.451,voice_start,1
80.24,voice_start,1
81.05,voice_start,1
81.776,voice_start,1
82.651,voice_start,1
83.525,voice_start,1
84.08,voice_start,1
84.57,voice_start,1
85.232,voice_start,1
85.381,voice_start,1
86.107,voice_start,1
86.981,voice_start,1
87.301,voice_start,1
87.792,voice_start,1
88.346,voice_start,1
89.072,voice_start,1
90.1,voice_start,1
90.587,voice_start,1
91.141,voice_start,1
91.38,voice_start,1
92.02,voice_start,1
92.421,voice_start,1
93.146,voice_start,1
93.94,voice_start,1
0.453,tail_up,2
0.773,tail_up,2
1.008,tail_up,2
1.328,tail_up,2
1.563,tail_up,2
1.883,tail_up,2
2.202,tail_up,2
2.44,tail_up,2
2.693,tail_up,2
3.013,tail_up,2
3.333,tail_up,2
3.653,tail_up,2
3.888,tail_up,2
4.208,tail_up,2
4.442,tail_up,2
4.68,tail_up,2
5,tail_up,2
5.32,tail_up,2
5.64,tail_up,2
5.893,tail_up,2
6.213,tail_up,2
6.6,tail_up,2
6.853,tail_up,2
7.24,tail_up,2
7.493,tail_up,2
7.813,tail_up,2
8.048,tail_up,2
8.368,tail_up,2
8.688,tail_up,2
9.008,tail_up,2
9.328,tail_up,2
9.733,tail_up,2
10.053,tail_up,2
10.288,tail_up,2
10.608,tail_up,2
10.928,tail_up,2
11.248,tail_up,2
11.568,tail_up,2
11.888,tail_up,2
12.208,tail_up,2
12.613,tail_up,2
12.933,tail_up,2
13.253,tail_up,2
13.573,tail_up,2
13.96,tail_up,2
14.213,tail_up,2
14.533,tail_up,2
14.92,tail_up,2
15.173,tail_up,2
15.493,tail_up,2
15.813,tail_up,2
16.133,tail_up,2
16.602,tail_up,2
16.923,tail_up,2
17.242,tail_up,2
17.563,tail_up,2
17.8,tail_up,2
18.202,tail_up,2
18.523,tail_up,2
18.842,tail_up,2
19.163,tail_up,2
19.482,tail_up,2
19.803,tail_up,2
20.122,tail_up,2
20.442,tail_up,2
20.763,tail_up,2
21,tail_up,2
21.403,tail_up,2
21.808,tail_up,2
22.043,tail_up,2
22.362,tail_up,2
22.683,tail_up,2
23.003,tail_up,2
23.322,tail_up,2
23.643,tail_up,2
23.962,tail_up,2
24.283,tail_up,2
24.602,tail_up,2
25.008,tail_up,2
25.242,tail_up,2
25.648,tail_up,2
25.883,tail_up,2
26.12,tail_up,2
26.373,tail_up,2
26.608,tail_up,2
27.013,tail_up,2
27.163,tail_up,2
27.4,tail_up,2
27.72,tail_up,2
27.973,tail_up,2
28.208,tail_up,2
28.528,tail_up,2
28.848,tail_up,2
29.082,tail_up,2
29.403,tail_up,2
29.64,tail_up,2
30.043,tail_up,2
30.362,tail_up,2
30.683,tail_up,2
30.92,tail_up,2
31.24,tail_up,2
31.56,tail_up,2
31.88,tail_up,2
32.2,tail_up,2
32.52,tail_up,2
32.773,tail_up,2
33.093,tail_up,2
33.413,tail_up,2
33.648,tail_up,2
34.053,tail_up,2
34.373,tail_up,2
34.693,tail_up,2
35.013,tail_up,2
35.333,tail_up,2
35.653,tail_up,2
35.973,tail_up,2
36.36,tail_up,2
36.613,tail_up,2
36.933,tail_up,2
37.64,tail_up,2
37.96,tail_up,2
38.213,tail_up,2
38.533,tail_up,2
38.853,tail_up,2
39.088,tail_up,2
39.408,tail_up,2
39.728,tail_up,2
