time,code,class
1.16,voice_start,1
1.883,voice_start,1
2.76,voice_start,1
3.72,voice_start,1
4.442,voice_start,1
5.488,voice_start,1
6.28,voice_start,1
7.173,voice_start,1
8.133,voice_start,1
9.008,voice_start,1
9.8,voice_start,1
10.842,voice_start,1
11.653,voice_start,1
12.68,voice_start,1
13.573,voice_start,1
14.448,voice_start,1
14.96,voice_start,1
15.92,voice_start,1
16.73,voice_start,1
17.691,voice_start,1
18.928,voice_start,1
19.803,voice_start,1
21.274,voice_start,1
22.3,voice_start,1
23.194,voice_start,1
23.984,voice_start,1
24.794,voice_start,1
25.669,voice_start,1
26.715,voice_start,1
27.504,voice_start,1
28.635,voice_start,1
29.66,voice_start,1
30.789,voice_start,1
31.771,voice_start,1
32.645,voice_start,1
33.563,voice_start,1
34.44,voice_start,1
35.4,voice_start,1
36.442,voice_start,1
38.128,voice_start,1
39.003,voice_start,1
39.813,voice_start,1
40.688,voice_start,1
42.202,voice_start,1
43.08,voice_start,1
43.909,voice_start,1
45.274,voice_start,1
45.914,voice_start,1
46.704,voice_start,1
47.45,voice_start,1
48.176,voice_start,1
49.16,voice_start,1
50.288,voice_start,1
50.928,voice_start,1
51.803,voice_start,1
52.528,voice_start,1
53.403,voice_start,1
54.213,voice_start,1
55.003,voice_start,1
55.88,voice_start,1
56.688,voice_start,1
57.563,voice_start,1
58.373,voice_start,1
59.4,voice_start,1
60.122,voice_start,1
61,voice_start,1
61.808,voice_start,1
62.6,voice_start,1
63.408,voice_start,1
64.2,voice_start,1
65.093,voice_start,1
65.733,voice_start,1
66.608,voice_start,1
67.355,voice_start,1
68.229,voice_start,1
69.424,voice_start,1
70.469,voice_start,1
71.664,voice_start,1
72.304,voice_start,1
73.029,voice_start,1
73.669,voice_start,1
74.46,voice_start,1
75.995,voice_start,1
77.274,voice_start,1
77.98,voice_start,1
78.62,voice_start,1
79.344,voice_start,1
80.069,voice_start,1
81.029,voice_start,1
81.904,voice_start,1
82.78,voice_start,1
83.589,voice_start,1
84.7,voice_start,1
85.509,voice_start,1
86.235,voice_start,1
87.515,voice_start,1
90.309,voice_start,1
91.034,voice_start,1
91.589,voice_start,1
92.144,voice_start,1
92.955,voice_start,1
93.744,voice_start,1
94.704,voice_start,1
95.664,voice_start,1
96.54,voice_start,1
97.434,voice_start,1
98.309,voice_start,1
